HGNC_Approved_Symbol	HGNC_ID	pLI	LOEUF_gnomAD_v2.1.1	pHaplo	HI_score	Enhancer_Gnocchi	Mean_AlphaMissense_pathogenicity	Genovo_LOEUF_corrected	Curated_by_ClinGenSVI_group	Curated_from_G2P
IKZF3	HGNC:13178	0.98416	0.294	0.884804621	NA	2.720877946	0.516948581	0.135636783	FALSE	FALSE
FGF17	HGNC:3673	0.95609	0.305	0.906004151	NA	2.313315065	0.554110279	0.514135123	FALSE	FALSE
TRAPPC8	HGNC:29169	1	0.138	0.937194676	NA	0.408913185	0.439756213	0.056273693	FALSE	FALSE
LMNB2	HGNC:6638	0.99996	0.104	0.855193478	NA	4.408025214	0.362855166	0	FALSE	FALSE
ERP44	HGNC:18311	0.99106	0.274	0.816917015	NA	2.460969886	0.533534708	0.145556193	FALSE	FALSE
CUL3	HGNC:2553	0.9996	0.228	0.994853882	NA	1.406052328	0.698749953	0.153831379	TRUE	TRUE
RAB28	HGNC:9768	0.02487	0.761	0.750326855	30	2.397468031	0.507635227	1.262056077	FALSE	TRUE
NSD1	HGNC:14234	1	0.095	0.999226973	3	7.541069663	0.402580229	0.073456437	TRUE	TRUE
CUL5	HGNC:2556	1	0.159	0.988003941	NA	0.510964725	NA	0.081804822	FALSE	FALSE
SRGAP1	HGNC:17382	0.99845	0.267	0.923523877	NA	3.482210078	0.530374611	0.208999528	FALSE	FALSE
HYAL1	HGNC:5320	NA	NA	0.446407835	NA	5.521748944	0.342838669	1.176990285	FALSE	TRUE
MAPK1	HGNC:6871	0.99698	0.175	0.772668988	NA	1.888221734	0.712163361	0	FALSE	FALSE
TECTA	HGNC:11720	2.99E-16	0.58	0.675555047	30	2.773898269	0.513675287	0.656499803	TRUE	FALSE
DRC1	HGNC:24245	8.32E-20	1.041	0.121281954	NA	2.58955701	0.300671363	1.176633741	FALSE	TRUE
LRIG2	HGNC:20889	7.97E-18	0.906	0.142220541	NA	2.620243668	0.431745881	1.006103425	FALSE	TRUE
ARPC1B	HGNC:704	NA	NA	0.208385104	NA	1.634208909	NA	NA	TRUE	FALSE
TAF3	HGNC:17303	0.99997	0.138	0.982002664	NA	3.95375464	0.420383712	0.059027622	FALSE	FALSE
ITGA2B	HGNC:6138	1.52E-16	0.756	0.237287506	NA	3.010288676	0.325615156	0.789354997	TRUE	FALSE
ROGDI	HGNC:29478	2.55E-09	1.422	0.456408049	30	1.70202526	0.508556608	1.385729774	FALSE	TRUE
ACADM	HGNC:89	NA	NA	0.508528137	30	-1.552709485	0.527609579	1.426915159	TRUE	TRUE
L1CAM	HGNC:6470	1	0.129	NA	3	NA	0.502864923	NA	TRUE	TRUE
KCNV2	HGNC:19698	1.19E-26	1.973	0.680114874	30	-2.54895545	0.381441565	2.771503043	FALSE	TRUE
SH3PXD2B	HGNC:29242	0.0041589	0.488	0.910512211	NA	3.517852332	0.392735164	0.442262102	FALSE	TRUE
GTF2H5	HGNC:21157	0.045238	1.714	0.566374505	30	NA	0.550996741	2.384716037	FALSE	TRUE
KCNC1	HGNC:6233	0.98957	0.262	0.912775775	NA	4.430623629	0.668676853	0.086220571	FALSE	FALSE
PAN2	HGNC:20074	NA	NA	NA	NA	1.354591659	0.537648139	0.250456992	FALSE	TRUE
CACNA2D2	HGNC:1400	NA	NA	0.793993565	NA	4.73291808	0.516920247	0.238191334	TRUE	FALSE
ATG7	HGNC:16935	NA	NA	0.829273324	NA	2.318210006	0.52956117	NA	FALSE	TRUE
SLC2A2	HGNC:11006	3.43E-08	0.923	0.434218726	NA	2.477499701	0.373216023	1.075260342	TRUE	TRUE
IVD	HGNC:6186	1.53E-14	1.35	0.180099599	NA	2.417913265	NA	1.359022155	TRUE	TRUE
XYLT2	HGNC:15517	0.92576	0.341	0.405946576	NA	3.093743334	0.455770095	0.425914261	FALSE	TRUE
BBS1	HGNC:966	3.41E-12	0.981	0.054837898	NA	NA	0.324938444	1.049155305	TRUE	TRUE
EBP	HGNC:3133	0.93645	0.342	NA	3	NA	0.3965471	NA	TRUE	TRUE
DIAPH1	HGNC:2876	NA	NA	0.724996139	NA	2.365770152	NA	0.311792664	TRUE	FALSE
GLI3	HGNC:4319	0.99999	0.195	0.999077931	3	3.101495046	0.366355232	0.082563095	TRUE	TRUE
GTPBP3	HGNC:14880	NA	NA	0.246121572	NA	0.168331463	0.367724141	1.195471739	TRUE	TRUE
TRA2B	HGNC:10781	0.99312	0.246	0.990006075	NA	2.304735082	0.613321832	0.093374236	FALSE	FALSE
WDR35	HGNC:29250	NA	NA	0.693610049	30	4.558742698	0.363258579	0.874802578	TRUE	TRUE
CFAP300	HGNC:28188	2.07E-06	1.141	0.143417266	NA	NA	0.395205637	1.17994794	FALSE	TRUE
UBE2R2	HGNC:19907	0.97816	0.255	0.923918527	NA	0.480481506	0.646835726	0.085130472	FALSE	FALSE
RNASEH2B	HGNC:25671	3.26E-09	1.247	0.108722303	NA	3.600135623	0.318590037	1.295710466	TRUE	TRUE
SMAP1	HGNC:19651	0.99357	0.264	0.555975201	NA	0.475410253	0.419849572	0.199639295	FALSE	FALSE
TAOK2	HGNC:16835	0.99976	0.241	0.561705302	NA	NA	0.490353938	0.324028833	FALSE	FALSE
KRT2	HGNC:6439	0.0012882	0.67	0.29490568	NA	0.743352818	0.420762423	0.620517735	FALSE	TRUE
NRXN2	HGNC:8009	0.99934	0.258	0.783976749	NA	4.767363428	0.572704223	0.111604744	FALSE	TRUE
VPS13C	HGNC:23594	NA	NA	0.617387713	NA	0.457305512	NA	NA	TRUE	FALSE
NDUFS4	HGNC:7711	0.00031196	1.157	0.18128542	30	1.65153558	0.395001127	1.696060104	FALSE	TRUE
TGDS	HGNC:20324	2.48E-09	1.148	0.755996173	NA	0.796711161	0.467913494	1.092871234	FALSE	TRUE
TMPRSS6	HGNC:16517	NA	NA	0.673813837	30	4.604184587	0.384091929	NA	FALSE	TRUE
BBS9	HGNC:30000	4.21E-17	0.842	0.474600876	NA	1.90543898	0.344814979	0.871991933	TRUE	TRUE
PRR14L	HGNC:28738	0.99705	0.277	0.951115219	NA	-0.390807968	0.214053098	0.342501378	FALSE	FALSE
WBP11	HGNC:16461	0.99994	0.148	0.99245479	NA	2.116461271	0.604244931	0.047892486	FALSE	FALSE
ZNF777	HGNC:22213	0.99998	0.096	0.92025854	NA	3.999274334	0.448220299	0.023182409	FALSE	FALSE
PKHD1	HGNC:9016	1.17E-47	0.681	0.280274978	NA	2.559568464	0.258624334	0.723472072	TRUE	TRUE
MTAP	HGNC:7413	NA	NA	0.52992342	1	3.326196091	NA	NA	FALSE	TRUE
RBBP6	HGNC:9889	1	0.08	0.995559382	NA	1.766240191	0.479382598	0.085193063	FALSE	FALSE
SPART	HGNC:18514	NA	NA	0.151171246	NA	NA	0.357895104	0.950673166	TRUE	FALSE
PRP4K	HGNC:17346	1	0.17	0.996430119	NA	3.014023307	0.483519574	NA	FALSE	FALSE
TAOK3	HGNC:18133	0.99975	0.241	0.981834462	NA	4.628339376	0.54232714	0.205737677	FALSE	FALSE
ASXL2	HGNC:23805	1	0.146	0.973339959	0	3.574240261	0.323129997	0.112711727	FALSE	TRUE
SLC9A3	HGNC:11073	0.97845	0.31	0.987381691	NA	3.193917137	0.481981508	0.284149806	FALSE	FALSE
CARS2	HGNC:25695	9.59E-08	0.84	0.694977095	NA	3.040446576	0.358635641	1.295217158	TRUE	TRUE
ZBTB7A	HGNC:18078	0.95915	0.329	0.701677588	NA	4.146567343	0.561206969	0.053304867	FALSE	FALSE
CDK12	HGNC:24224	1	0.126	0.974715593	NA	1.889506534	0.405887356	0.077865213	FALSE	FALSE
AKR1D1	HGNC:388	1.72E-07	1.127	0.199880752	NA	2.651917442	0.428387141	1.086372677	FALSE	TRUE
PIAS4	HGNC:17002	0.99986	0.118	0.778563775	NA	NA	0.54836505	0.072718094	FALSE	FALSE
INPPL1	HGNC:6080	0.0023313	0.423	0.509910722	NA	0.57126521	0.517377325	0.468609788	TRUE	TRUE
RAP1GAP2	HGNC:29176	0.96928	0.316	0.65245315	NA	4.005648431	0.471890506	0.325980367	FALSE	FALSE
AAK1	HGNC:19679	1	0.129	0.700923905	NA	3.215418619	0.496585171	0.08420341	FALSE	FALSE
PPP3CA	HGNC:9314	0.99988	0.158	0.967150743	NA	0.492679932	0.685982771	0.053537836	TRUE	FALSE
GRIA2	HGNC:4572	NA	NA	0.910120806	NA	3.671223724	0.691644227	0.100016328	FALSE	TRUE
CRIM1	HGNC:2359	0.99971	0.238	0.977254271	NA	1.442926884	0.411285832	0.246743649	FALSE	FALSE
ASPH	HGNC:757	6.63E-15	0.821	0.376375144	30	1.205231711	0.4190077	0.908049233	FALSE	TRUE
EPRS1	HGNC:3418	1.04E-09	0.505	0.892567043	NA	3.436928748	0.493556108	0.437018973	FALSE	TRUE
TTN	HGNC:12403	2.56E-96	0.354	0.83712406	3	2.07244986	NA	0.317939342	TRUE	TRUE
CTU2	HGNC:28005	3.97E-22	1.496	0.687135421	NA	2.530457565	0.334381702	2.158595147	TRUE	TRUE
TRIP13	HGNC:12307	0.99606	0.25	0.988810763	NA	3.604237329	0.492557018	0.280632509	FALSE	TRUE
TFDP1	HGNC:11749	0.97174	0.318	0.966992739	NA	2.638574961	0.574704861	0.125295001	FALSE	FALSE
MCPH1	HGNC:6954	7.76E-30	1.441	0.412755701	30	-3.511958117	0.261382681	1.272042586	TRUE	TRUE
RETREG1	HGNC:25964	6.36E-06	0.863	0.675521867	30	NA	0.31873143	1.071039664	FALSE	TRUE
INTS3	HGNC:26153	0.99972	0.251	0.837863118	NA	3.115875371	NA	0.226510736	FALSE	FALSE
ZNF503	HGNC:23589	0.94589	0.349	0.925698684	NA	2.362669992	0.485179698	0.289498952	FALSE	FALSE
FTL	HGNC:3999	1.66E-09	1.946	0.242877271	0	NA	0.498883181	2.752848891	FALSE	TRUE
CENPF	HGNC:1857	1.88E-36	0.733	0.531189571	NA	2.825112453	0.205587003	0.815337101	TRUE	TRUE
LIPN	HGNC:23452	3.10E-05	0.94	0.31315975	NA	2.918079576	0.371761764	0.934473752	FALSE	TRUE
CELF4	HGNC:14015	0.99817	0.231	0.966853169	1	3.423728397	0.641276253	0.065396707	FALSE	FALSE
SLC40A1	HGNC:10909	0.98835	0.291	0.958835227	NA	3.0178243	0.465369319	0.141084032	FALSE	TRUE
SATB1	HGNC:10541	NA	NA	0.997905043	NA	4.169476381	0.557151365	0.094886841	FALSE	TRUE
SOX6	HGNC:16421	NA	NA	0.97093966	NA	1.47475098	0.517961651	NA	FALSE	TRUE
TSPAN7	HGNC:11854	0.78986	0.499	NA	1	NA	0.600878544	NA	FALSE	TRUE
FBP1	HGNC:3606	NA	NA	0.493689945	30	2.949815497	0.536628202	0.896280166	TRUE	TRUE
TMEM259	HGNC:17039	0.99408	0.241	0.60234605	NA	2.401235603	0.510537259	0.404577249	FALSE	FALSE
PIAS3	HGNC:16861	0.98499	0.301	0.607251527	NA	2.952349365	0.468278235	0.280775547	FALSE	FALSE
MESD	HGNC:13520	0.62773	0.641	0.729320462	NA	NA	0.485621577	1.187618519	FALSE	TRUE
HSPH1	HGNC:16969	0.99822	0.264	0.711896359	NA	0.755100585	0.399875611	0.18355864	FALSE	FALSE
NCSTN	HGNC:17091	0.99942	0.234	0.826520649	NA	-0.128889932	0.403491255	0.162160231	FALSE	FALSE
HERPUD1	HGNC:13744	0.99582	0.23	0.89428489	NA	2.836688003	0.365231659	0.306191644	FALSE	FALSE
CLSTN1	HGNC:17447	0.97757	0.308	0.913234246	NA	5.128042661	0.379062519	0.207214107	FALSE	FALSE
PHIP	HGNC:15673	1	0.113	0.994981068	3	0.803690953	0.54104944	0.068834448	TRUE	TRUE
DBH	HGNC:2689	3.34E-10	1.005	0.754973547	30	5.614817004	0.3605811	1.13884892	TRUE	FALSE
BCL2L1	HGNC:992	0.93667	0.341	0.736773814	NA	2.665153921	0.525121337	0	FALSE	FALSE
CNOT1	HGNC:7877	1	0.038	0.996406318	3	-0.583010877	0.652157762	0.033650385	TRUE	FALSE
EMX2	HGNC:3341	0.9507	0.316	0.983040105	1	4.928956366	0.566724898	0.16234069	FALSE	FALSE
POGZ	HGNC:18801	1	0.119	0.978432829	3	0.062824646	0.483326352	0.055232816	TRUE	TRUE
TPM3	HGNC:12012	NA	NA	0.20080517	NA	1.82518938	NA	NA	TRUE	FALSE
ROR1	HGNC:10256	0.99645	0.267	0.972694441	NA	3.500873232	0.50377609	0.158714674	FALSE	FALSE
ADCY2	HGNC:233	0.99898	0.261	0.9927595	NA	2.881903958	0.554191133	0.330219885	FALSE	FALSE
BCL3	HGNC:998	0.98871	0.221	0.766462794	NA	2.17284591	0.430133127	0.050362172	FALSE	FALSE
GLMN	HGNC:14373	1.15E-12	0.906	0.391873011	3	2.486576598	0.298547129	1.190291741	FALSE	TRUE
CDK17	HGNC:8750	0.99947	0.222	0.93770311	NA	3.328817008	0.6014971	0.251323683	FALSE	FALSE
ANKRD17	HGNC:23575	1	0.062	0.994961153	3	0.085296799	0.544583409	0.026856267	FALSE	TRUE
KMT5A	HGNC:29489	0.98528	0.276	0.844019259	NA	NA	NA	0.095410787	FALSE	FALSE
PAH	HGNC:8582	6.40E-23	1.502	0.263341301	30	3.57284849	0.461499596	1.524893582	TRUE	TRUE
PPFIA1	HGNC:9245	1	0.067	0.956626025	NA	2.064779667	0.509335659	0.073722287	FALSE	FALSE
SWT1	HGNC:16785	0.99759	0.268	0.883221574	NA	2.093606707	0.261045318	0.271265485	FALSE	FALSE
RALGPS1	HGNC:16851	0.99999	0.127	0.950567336	NA	3.449939933	0.55502883	0.046265175	FALSE	FALSE
MIPEP	HGNC:7104	1.59E-15	1.035	0.371589486	NA	2.464102131	0.400371691	0.954761107	TRUE	FALSE
MAPKAPK2	HGNC:6887	0.99957	0.134	0.8159102	NA	4.275976203	0.599021065	0.225706231	FALSE	FALSE
IPO13	HGNC:16853	0.99998	0.198	0.826337823	NA	5.302762643	0.527925985	0.138281499	FALSE	TRUE
MAN1A2	HGNC:6822	0.99892	0.235	0.696679585	NA	1.065986585	0.520249792	0.161120949	FALSE	FALSE
KCNH2	HGNC:6251	0.99593	0.274	0.979582425	3	4.913452199	0.539082592	0.317704971	TRUE	FALSE
WNT3	HGNC:12782	0.87515	0.404	0.974089344	NA	3.4836213	0.61317614	0.182109664	FALSE	TRUE
CCNE1	HGNC:1589	0.97187	0.32	0.791893874	NA	3.174967919	0.383327943	0.106696248	FALSE	FALSE
SLC5A5	HGNC:11040	0.0029492	0.564	0.098591349	NA	2.740297807	0.446807118	0.494727775	FALSE	TRUE
PITX3	HGNC:9006	0.81276	0.479	0.944616951	0	3.430017645	0.450395701	0.174998588	FALSE	TRUE
RP2	HGNC:10274	0.95597	0.306	NA	3	NA	0.382506989	NA	FALSE	TRUE
ALG9	HGNC:15672	NA	NA	0.437701625	NA	1.590097124	NA	NA	FALSE	TRUE
CCNC	HGNC:1581	0.99914	0.146	0.764829885	NA	0.19720023	0.624539186	0.098762769	FALSE	FALSE
GSPT1	HGNC:4621	0.99986	0.16	0.990538945	NA	0.950040171	0.639230414	0.104467303	FALSE	FALSE
GMPPA	HGNC:22923	NA	NA	0.262439761	30	NA	0.500179783	0.788614555	FALSE	TRUE
TIMM8A	HGNC:11817	0.65195	0.872	NA	3	NA	0.515607811	NA	FALSE	TRUE
TRPS1	HGNC:12340	1	0.111	0.997200604	3	2.758925102	0.42522996	0.041783615	FALSE	TRUE
PDPK1	HGNC:8816	0.98013	0.29	0.669508114	NA	3.627139501	0.548397032	0.132142316	FALSE	FALSE
ZNF770	HGNC:26061	0.99077	0.275	0.74948591	NA	1.812250773	0.398793174	0.376895772	FALSE	FALSE
PTPRM	HGNC:9675	0.99998	0.233	0.984089841	NA	5.078196214	0.553644203	0.135097311	FALSE	FALSE
RTF1	HGNC:28996	1	0.122	0.866052751	NA	1.443500108	0.513791043	0.060428007	FALSE	FALSE
CCND2	HGNC:1583	0.98658	0.229	0.995628174	NA	5.44832969	0.578222735	0.069156976	FALSE	FALSE
UPF1	HGNC:9962	1	0.162	0.917447257	NA	4.216824722	0.658865312	0.088662125	FALSE	TRUE
ADGRB3	HGNC:945	1	0.138	0.828016935	NA	NA	0.514213092	0.116672454	FALSE	FALSE
LRP2	HGNC:6694	NA	NA	0.963963005	30	2.746769437	NA	NA	TRUE	FALSE
MTOR	HGNC:3942	1	0.185	0.991993664	NA	NA	0.611179304	0.131935134	FALSE	FALSE
CEP120	HGNC:26690	4.09E-15	0.795	0.552033232	NA	1.692632522	0.3727464	0.746101069	TRUE	TRUE
CNTFR	HGNC:2170	0.95549	0.339	0.97066139	NA	4.327290959	NA	NA	FALSE	FALSE
FOSL2	HGNC:3798	0.98293	0.241	0.96202022	NA	3.672730731	0.536414362	0	FALSE	FALSE
ALG1	HGNC:18294	3.62E-19	1.499	0.175726823	30	NA	0.40596371	1.397901747	FALSE	TRUE
LGI1	HGNC:6572	0.99914	0.191	0.855088015	NA	3.292581613	0.507469325	0.086773526	FALSE	FALSE
SMG6	HGNC:17809	0.98164	0.299	0.985284786	NA	1.103384334	0.445718348	0.305373423	FALSE	FALSE
AMER1	HGNC:26837	NA	NA	NA	NA	NA	0.30474564	NA	FALSE	TRUE
SYK	HGNC:11491	0.99986	0.185	0.953999875	NA	2.494960232	0.590667434	0.140042364	FALSE	FALSE
EYA1	HGNC:3519	0.94588	0.332	0.903339214	3	1.244394069	NA	0.15416548	TRUE	TRUE
P4HB	HGNC:8548	0.99662	0.224	0.921703383	NA	2.665357157	0.520436621	0.273365234	FALSE	FALSE
RPGR	HGNC:10295	NA	NA	NA	NA	NA	0.249160264	NA	FALSE	TRUE
CSNK2A2	HGNC:2459	0.9994	0.184	0.954140224	NA	1.505826027	0.67504126	0.071686826	FALSE	FALSE
SLC39A4	HGNC:17129	0.00031401	0.704	0.183197766	NA	2.166370253	0.288681892	1.04477125	FALSE	TRUE
FLT1	HGNC:3763	0.99983	0.246	0.968875975	NA	4.131319281	0.343516317	0.23213707	FALSE	FALSE
CS	HGNC:2422	0.98402	0.303	0.828617116	NA	2.108598307	0.559635595	0.2658045	FALSE	FALSE
PEX6	HGNC:8859	6.25E-06	0.648	0.214452314	NA	1.052594771	0.332950201	1.033692321	FALSE	TRUE
JARID2	HGNC:6196	0.99999	0.188	0.997070792	0	1.542344569	0.497830087	0.147869891	FALSE	TRUE
SRRM2	HGNC:16639	1	0.118	0.732823304	NA	-0.637902343	0.339402515	0.118224307	FALSE	TRUE
UGT1A1	HGNC:12530	3.26E-06	1.08	0.620246589	NA	3.149398194	0.406610849	1.121878065	FALSE	TRUE
NLGN4X	HGNC:14287	0.99267	0.249	NA	NA	NA	0.518989018	NA	TRUE	FALSE
BSND	HGNC:16512	NA	NA	0.191657714	30	2.092070982	NA	NA	FALSE	TRUE
DNAAF1	HGNC:30539	8.47E-12	1	0.148216322	30	-0.113537389	0.282638555	1.259284114	TRUE	FALSE
PHC3	HGNC:15682	1	0.097	0.979859822	NA	3.940595048	0.348943491	0.046886371	FALSE	FALSE
BEST1	HGNC:12703	NA	NA	0.201353415	NA	2.483250682	0.406649929	1.495844063	FALSE	TRUE
PET100	HGNC:40038	0.00035883	1.823	0.20724051	NA	3.006276825	0.359555056	2.214788009	TRUE	TRUE
SP4	HGNC:11209	0.99288	0.283	0.985867381	NA	3.777634964	0.456910585	0.284731829	FALSE	FALSE
PGAP1	HGNC:25712	3.16E-08	0.6	0.437196341	NA	3.216034743	0.378025905	0.563037814	TRUE	TRUE
PSMA7	HGNC:9536	0.98768	0.225	0.975311363	NA	1.589174279	0.671198702	0.144971373	FALSE	FALSE
RPIA	HGNC:10297	0.00014309	0.889	0.107691516	NA	3.740631042	0.517465914	0.96880292	FALSE	TRUE
HACE1	HGNC:21033	6.08E-06	0.524	0.401647431	NA	NA	0.637306736	0.471970876	TRUE	TRUE
NDUFS1	HGNC:7707	NA	NA	0.822015411	NA	-0.701002219	0.521177899	0.887464998	TRUE	TRUE
ASS1	HGNC:758	NA	NA	0.915126497	NA	3.921621457	0.543852197	0.852200559	TRUE	TRUE
MCOLN1	HGNC:13356	0.00058027	0.604	0.448412573	NA	2.547124953	0.48035876	0.558614103	TRUE	TRUE
PHF12	HGNC:20816	1	0.135	0.927436633	NA	4.755484569	0.45997752	0.047207023	FALSE	FALSE
SMARCE1	HGNC:11109	0.99915	0.191	0.894124155	NA	1.89188492	NA	0.068785831	TRUE	TRUE
SPHKAP	HGNC:30619	0.93594	0.315	0.643136126	NA	2.393037585	0.2642658	0.361961477	FALSE	FALSE
IMPG2	HGNC:18362	2.75E-13	0.72	0.101928864	NA	2.674887651	0.257028141	0.674625716	FALSE	TRUE
NECTIN2	HGNC:9707	0.96926	0.323	0.872810751	NA	NA	0.320922494	0.272521499	FALSE	FALSE
GH1	HGNC:4261	0.030057	0.914	0.542090086	NA	1.137034051	0.302233918	0.720951625	TRUE	FALSE
EPHA7	HGNC:3390	1	0.128	0.90119105	NA	1.722143035	0.579103634	0.103747899	FALSE	FALSE
PHF1	HGNC:8919	0.99956	0.203	0.895382986	NA	4.057472872	0.475945715	0.133914304	FALSE	FALSE
POC1B	HGNC:30836	3.05E-08	0.933	0.459419414	NA	3.296612944	0.402580186	1.016072775	TRUE	TRUE
GCDH	HGNC:4189	0.004856	0.639	0.256582507	30	3.834799495	0.419836293	0.767365862	TRUE	FALSE
SIM1	HGNC:10882	0.99828	0.253	0.925011831	1	2.900452794	0.497506636	0.159725322	FALSE	TRUE
ABCB11	HGNC:42	NA	NA	0.198445655	30	2.192913421	NA	NA	TRUE	TRUE
FMN2	HGNC:14074	0.99772	0.274	0.974862449	NA	3.111186212	0.39990534	0.618511908	FALSE	TRUE
POT1	HGNC:17284	0.85343	0.362	0.915676969	NA	2.180427137	NA	0.472250428	TRUE	FALSE
GGCX	HGNC:4247	2.02E-14	0.93	0.228504481	NA	3.219259297	0.475446119	1.013772482	FALSE	TRUE
TMEM222	HGNC:25363	3.94E-06	1.485	0.352398701	NA	2.612294319	0.519227371	1.381394305	FALSE	TRUE
CPAMD8	HGNC:23228	6.92E-23	0.674	0.31737563	NA	2.278448884	0.358349143	0.803651218	FALSE	TRUE
RAB3GAP1	HGNC:17063	NA	NA	0.166163074	30	1.833634909	0.476889904	0.640050613	TRUE	TRUE
SESTD1	HGNC:18379	0.99802	0.265	0.886616829	NA	1.74558615	0.525001814	0.269289299	FALSE	FALSE
ASNS	HGNC:753	NA	NA	0.209821403	NA	1.217586169	0.487661419	0.775776984	TRUE	TRUE
TBX4	HGNC:11603	NA	NA	0.912825082	3	9.275583169	0.470407907	NA	TRUE	TRUE
GNAQ	HGNC:4390	0.98069	0.302	0.986611931	NA	2.080596967	0.687557196	0.12951059	FALSE	FALSE
LRIT3	HGNC:24783	2.04E-11	1.421	0.095513077	NA	-0.387233442	0.276238174	1.112466692	FALSE	TRUE
ZNFX1	HGNC:29271	0.99983	0.252	0.959738835	NA	0.630908925	0.374410664	0.282515774	FALSE	FALSE
EP300	HGNC:3373	1	0.099	0.999119696	3	-1.104958884	0.501420964	0.056551174	TRUE	TRUE
AMMECR1L	HGNC:28658	0.9913	0.255	0.804007664	NA	3.261066918	0.568300489	0.088388357	FALSE	FALSE
VDR	HGNC:12679	NA	NA	0.313865846	NA	2.623163795	0.528326088	0.538321553	FALSE	TRUE
MAOA	HGNC:6833	0.99928	0.143	NA	1	NA	0.416753387	NA	TRUE	TRUE
NECTIN4	HGNC:19688	0.8353	0.389	0.536091873	NA	NA	0.395917934	0.402843083	FALSE	TRUE
TOP3A	HGNC:11992	5.10E-11	0.683	0.64141592	NA	1.942035477	0.412920901	0.855776652	TRUE	TRUE
ARMC9	HGNC:20730	NA	NA	0.481301766	NA	3.653985945	NA	NA	TRUE	TRUE
NDUFB11	HGNC:20372	NA	NA	NA	NA	NA	0.304865718	NA	TRUE	TRUE
PIEZO1	HGNC:28993	3.94E-21	0.581	0.822674225	NA	3.906128647	0.412432907	0.949622144	FALSE	TRUE
MAB21L1	HGNC:6757	0.28626	0.628	0.578001731	NA	1.48121496	0.679574687	NA	FALSE	TRUE
RACK1	HGNC:4399	0.99836	0.16	0.994421729	NA	NA	0.781105976	0.049124092	FALSE	FALSE
SUGP1	HGNC:18643	0.99568	0.271	0.803491898	NA	NA	0.460752993	0.255627952	FALSE	FALSE
GLDC	HGNC:4313	6.58E-28	1.106	0.235582919	30	1.261389236	0.51559313	1.07723259	TRUE	TRUE
CHM	HGNC:1940	0.99899	0.194	NA	3	NA	0.346826881	NA	TRUE	TRUE
PDZD2	HGNC:18486	0.99694	0.277	0.961306142	NA	3.636023288	0.284713074	0.352164632	FALSE	FALSE
C6orf62	HGNC:20998	0.98336	0.24	0.968447311	NA	2.708021885	0.601937802	0.071546019	FALSE	FALSE
TMEM165	HGNC:30760	0.28339	0.63	0.322484124	NA	1.722828283	0.506091115	0.863922658	FALSE	TRUE
POR	HGNC:9208	3.42E-10	0.842	0.130820188	30	3.437969401	NA	1.142016978	TRUE	FALSE
DYNC2I1	HGNC:21862	4.32E-12	0.665	0.67087485	30	2.798112838	0.27566527	0.823164967	FALSE	TRUE
BMPR1B	HGNC:1077	NA	NA	0.432527041	NA	3.312635409	0.526971712	0.140592806	FALSE	TRUE
STXBP2	HGNC:11445	3.04E-08	0.842	0.279090068	NA	3.006276825	0.507103305	0.937456766	TRUE	FALSE
LONP1	HGNC:9479	0.9993	0.244	0.813736427	NA	3.19192741	0.561816271	0.127135588	TRUE	FALSE
CRB2	HGNC:18688	1.49E-14	0.888	0.377832983	NA	4.777225543	0.337228554	0.951484627	FALSE	TRUE
PUM1	HGNC:14957	1	0.129	0.98936362	NA	2.537795138	0.562660044	0.074777096	TRUE	FALSE
ANTXR1	HGNC:21014	0.98631	0.3	0.947708676	NA	3.168673269	0.548393449	0.278238302	FALSE	TRUE
TMEM237	HGNC:14432	1.87E-12	1.246	0.308927079	30	3.860614515	0.288582826	1.0990344	TRUE	TRUE
PEX5	HGNC:9719	NA	NA	0.37768698	NA	2.498933368	0.445957651	NA	TRUE	TRUE
MYBL1	HGNC:7547	1	0.08	0.71641739	NA	2.366669452	0.416081798	0.083787955	FALSE	FALSE
NAA10	HGNC:18704	0.76179	0.522	NA	1	NA	0.663125527	NA	FALSE	TRUE
COL1A1	HGNC:2197	1	0.105	0.993061077	3	3.505197736	0.49492536	0.060813476	TRUE	FALSE
MYCBP2	HGNC:23386	1	0.115	0.996017996	NA	3.378066415	0.565693504	0.080336378	FALSE	FALSE
EIF3G	HGNC:3274	0.98546	0.275	0.648546152	NA	NA	0.650975543	0.054894323	FALSE	FALSE
OTX2	HGNC:8522	NA	NA	0.992991448	3	4.962518223	0.516556667	NA	FALSE	TRUE
NCBP1	HGNC:7658	1	0.094	0.984400438	NA	3.255550604	0.552128086	0.050354194	FALSE	FALSE
TMEM260	HGNC:20185	4.73E-19	1.118	0.23083183	NA	3.006647437	0.373550232	1.372823606	FALSE	TRUE
PPRC1	HGNC:30025	1	0.152	0.924731067	NA	2.851749875	0.315382499	0.132975941	FALSE	FALSE
USP18	HGNC:12616	0.0014952	0.742	0.207221696	NA	3.535504856	0.270632014	0.478282636	TRUE	TRUE
SDHA	HGNC:10680	2.61E-10	0.859	0.796420886	NA	2.898513362	0.631819845	0.696246394	TRUE	TRUE
LRRC8D	HGNC:16992	0.97752	0.312	0.612183038	NA	3.883831423	0.513904347	0.231395539	FALSE	FALSE
TCF12	HGNC:11623	NA	NA	0.951723193	NA	0.349699755	0.436630392	0.380641502	TRUE	TRUE
PSMD14	HGNC:16889	0.97662	0.298	0.754263293	NA	1.088895303	0.707112928	0.109508082	FALSE	FALSE
